"original_runtime_10" "original_runtime_100" "original_runtime_250" "original_runtime_500" "stable_runtime_10" "stable_runtime_100" "stable_runtime_250" "stable_runtime_500" "parallel_runtime_10" "parallel_runtime_100" "parallel_runtime_250" "parallel_runtime_500"
"1" 0.051774263381958 1.24359703063965 5.74302268028259 11.2619864940643 0.0684642791748047 1.92832231521606 11.0815374851227 18.8390622138977 0.0743048191070557 1.27718162536621 5.17810106277466 10.8306345939636
"2" 0.025212287902832 1.94168400764465 5.01783680915833 13.0573570728302 0.0310826301574707 3.30602145195007 10.2716529369354 23.0328259468079 0.0328652858734131 1.85693740844727 4.83900785446167 12.6797571182251
"3" 0.0280191898345947 1.19489026069641 4.92578434944153 11.61021900177 0.0338945388793945 2.64236879348755 9.46590280532837 20.7587959766388 0.0353336334228516 1.69565272331238 4.58030414581299 11.4035263061523
"4" 0.0218024253845215 1.47149872779846 4.68002653121948 13.2311565876007 0.0278048515319824 2.86297011375427 8.96019291877747 24.430593252182 0.0297856330871582 1.91777849197388 4.30149078369141 12.4316875934601
"5" 0.0255868434906006 1.94258713722229 5.83727097511292 10.3766007423401 0.0324366092681885 3.91728758811951 11.96715092659 18.5073430538177 0.0433201789855957 2.09926986694336 5.09118485450745 9.56714105606079
"6" 0.0221238136291504 1.50730681419373 4.11289644241333 14.626225233078 0.0297636985778809 3.47492623329163 7.42755675315857 27.8795676231384 0.0306575298309326 1.99859833717346 4.03902816772461 14.156730890274
"7" 0.0752971172332764 1.0327422618866 5.05778193473816 9.06486988067627 0.0445177555084229 2.20121359825134 10.9601447582245 14.2736794948578 0.0462913513183594 1.47768545150757 5.09813523292542 8.99199223518372
"8" 0.0250835418701172 1.54620742797852 6.32427215576172 12.8513731956482 0.0391712188720703 3.57029819488525 14.5870945453644 26.9353835582733 0.0400266647338867 2.05057668685913 6.28492546081543 12.946845293045
"9" 0.0191037654876709 1.17216038703918 8.04664921760559 11.9892871379852 0.0287692546844482 2.39256381988525 21.2564930915833 22.7419981956482 0.0292754173278809 1.61531686782837 8.61376643180847 13.8310899734497
"10" 0.0302317142486572 1.05312275886536 5.09138131141663 11.7246205806732 0.0512018203735352 2.19219708442688 8.98989820480347 22.6129479408264 0.0465962886810303 1.51741075515747 4.74725985527039 11.6604797840118
