"original_runtime_50" "original_runtime_100" "original_runtime_500" "original_runtime_1000" "original_runtime_10000" "original_runtime_20000" "stable_runtime_50" "stable_runtime_100" "stable_runtime_500" "stable_runtime_1000" "stable_runtime_10000" "stable_runtime_20000" "parallel_runtime_50" "parallel_runtime_100" "parallel_runtime_500" "parallel_runtime_1000" "parallel_runtime_10000" "parallel_runtime_20000"
"1" 0.114705562591553 0.245632410049438 0.815158367156982 1.33591675758362 4.24863338470459 5.91668081283569 0.129207849502563 0.298078060150146 1.45268440246582 2.81322932243347 10.2953028678894 14.9873471260071 0.394818782806396 0.4619460105896 1.19384026527405 1.40341114997864 4.3630805015564 7.08178901672363
"2" 0.155545473098755 0.301925420761108 0.950004577636719 1.85714530944824 7.03075695037842 9.45022749900818 0.156610250473022 0.742475748062134 1.84073519706726 4.11172461509705 17.394029378891 24.8684635162354 0.336200475692749 0.526094198226929 1.39183044433594 2.07960677146912 6.28475999832153 8.78794598579407
"3" 0.136604309082031 0.265850782394409 0.70085072517395 1.31209897994995 4.74886608123779 6.29061722755432 0.144098043441772 0.346734285354614 1.22364020347595 2.77551436424255 12.6209676265717 18.321941614151 0.250943422317505 0.525298595428467 1.0911123752594 1.67195177078247 4.8543016910553 7.41187834739685
"4" 0.18266487121582 0.271314859390259 0.77099609375 1.29506850242615 4.50422978401184 6.50988149642944 0.216956615447998 0.388627052307129 1.51072907447815 2.61785411834717 11.3016541004181 16.7106919288635 0.303056955337524 0.578934669494629 1.04449200630188 1.58592510223389 4.90058851242065 7.72081184387207
"5" 0.160754919052124 0.231691837310791 0.864003419876099 1.56760191917419 6.2261860370636 8.3161473274231 0.172873020172119 0.320749044418335 1.57557582855225 3.49209046363831 15.2194790840149 20.6723906993866 0.284071445465088 0.40735936164856 1.17661213874817 1.95632529258728 5.77959418296814 7.98698759078979
"6" 0.128153085708618 0.211666107177734 0.79314398765564 1.3718364238739 4.40305924415588 5.84915471076965 0.156877040863037 0.230380058288574 1.36710214614868 2.15616679191589 10.4555797576904 15.9913856983185 0.245013236999512 0.446807861328125 1.11418747901917 1.30159759521484 4.43964266777039 6.99967813491821
"7" 0.200355768203735 0.276763200759888 1.17652320861816 1.96279788017273 6.88900470733643 9.25272274017334 0.215844869613647 0.39695405960083 2.16832661628723 4.17338609695435 18.654604434967 26.5791652202606 0.287764072418213 0.582082748413086 1.58281636238098 2.5403573513031 6.9155604839325 9.00819301605225
"8" 0.157497882843018 0.242504835128784 0.737365484237671 1.35346460342407 4.12266707420349 5.63206005096436 0.173946380615234 0.282494783401489 1.27491736412048 2.13216137886047 9.52660417556763 13.3962242603302 0.234124422073364 0.370892524719238 1.10524582862854 1.45879149436951 4.49387431144714 6.92628955841064
"9" 0.168651580810547 0.260042190551758 0.899056434631348 1.31659603118896 4.45420908927917 5.57434868812561 0.172179937362671 0.309483289718628 1.82440066337585 2.46961712837219 11.019154548645 14.5453085899353 0.262617111206055 0.462912321090698 1.16741442680359 1.56242084503174 4.74878811836243 6.3558464050293
"10" 0.162850141525269 0.238457679748535 0.770992994308472 1.19257855415344 4.39979124069214 6.32565426826477 0.155447959899902 0.381023168563843 1.47955965995789 2.52618026733398 11.9625413417816 17.1378064155579 0.270525693893433 0.41895604133606 1.02112507820129 1.52855181694031 4.46363377571106 6.42851448059082
